player 1,player 2,player 3,player 4,player 5,minutes,plus-minus,points scored,offensive possession,turnovers,offensive rebounds,defensive rebounds given,2-pt made,2-pt missed,3-pt made,3-pt missed,assists,free-throw attempt,points givens,defensive possession,turnovers forced,offensive rebounds given,defensive rebounds,2-pt made given,2-pt missed given,3-pt made given,3-pt missed given,assists given,free-throw attempt given
"KUSCH,RYAN","LYNDS,SCOTT","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:04:36,-2,5,8,1,1,5,1,2,1,4,1,0,7,8,2,1,3,2,2,1,2,3,0
"DAVIS,EVAN","ELY,JACK","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:03:36,4,9,7,0,1,2,2,1,0,2,1,6,5,7,1,2,4,2,4,0,1,0,4
"ELY,JACK","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:04:55,4,8,9,1,1,4,3,5,0,0,1,2,4,9,2,0,6,1,1,0,3,0,4
"DAVIS,EVAN","ELY,JACK","KIRSCH,MAXWELL","MADDOCK,ANDREW","SCARLETT,MICHAEL",00:00:16,3,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"DAVIS,EVAN","ELY,JACK","HORN,JEREMY","PRESIDENT,MILES","SCARLETT,MICHAEL",00:01:21,-2,0,1,0,0,1,0,0,0,1,0,0,2,1,0,3,0,1,2,0,0,0,2
"DAVIS,EVAN","HALL,RILEY","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:22:11,9,40,39,8,5,13,10,13,5,5,8,6,31,39,5,5,19,6,12,3,10,4,14
"ELY,JACK","HALL,RILEY","MADDOCK,ANDREW","PRESIDENT,MILES","SCARLETT,MICHAEL",00:06:01,6,13,9,2,2,1,4,1,1,1,2,5,7,8,1,1,4,1,5,1,0,2,2
"KIRSCH,MAXWELL","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:21,6,8,5,1,0,1,2,1,1,0,2,1,2,2,0,0,1,1,0,0,1,0,0
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:08:32,6,12,13,3,1,5,3,2,1,3,3,4,6,13,2,1,8,2,7,0,2,0,2
"DAVIS,EVAN","HALL,RILEY","KUSCH,RYAN","MYERS,PATRICK","PRESIDENT,MILES",00:00:53,-3,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,1,1,1,0,0,1,1
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","KUSCH,RYAN","MYERS,PATRICK",00:00:39,0,2,1,0,0,1,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0
"DAVIS,EVAN","LYNDS,SCOTT","MORRIS,KENDRICK","MYERS,PATRICK","SCARLETT,MICHAEL",00:01:39,5,5,3,0,0,1,2,0,0,1,1,1,0,3,1,2,2,0,3,0,1,0,0
"DAVIS,EVAN","ELY,JACK","HORN,JEREMY","LYNDS,SCOTT","PRESIDENT,MILES",00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAVIS,EVAN","ELY,JACK","KIRSCH,MAXWELL","MYERS,PATRICK","SCARLETT,MICHAEL",00:03:12,-7,1,5,3,2,2,0,3,0,0,0,2,8,5,1,1,1,4,2,0,0,2,0
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","MYERS,PATRICK","PRESIDENT,MILES",00:00:52,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0
"DAVIS,EVAN","LYNDS,SCOTT","MORRIS,KENDRICK","MYERS,PATRICK","PRESIDENT,MILES",00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAVIS,EVAN","HORN,JEREMY","LEVINE,JD","MKPADO,KELE","SUI,MARK",00:02:49,5,5,2,0,1,2,1,2,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0
"DAVIS,EVAN","HALL,RILEY","KIRSCH,MAXWELL","LYNDS,SCOTT","SCARLETT,MICHAEL",00:05:28,6,9,8,2,1,3,3,4,1,0,2,0,3,8,3,0,3,0,1,0,2,0,4
